iter	RMSE
400	555.915919
401	555.9133999
402	555.9082108
403	555.906335
404	555.9033176
405	555.8990168
406	555.8972131
407	555.8948358
408	555.8912881
409	555.8863372
410	555.8825359
411	555.8784713
412	555.8752527
413	555.8721376
414	555.8687819
415	555.8658857
416	555.8638888
417	555.8605774
418	555.8556314
419	555.8529072
420	555.8496233
421	555.8471717
422	555.8447667
423	555.8397039
424	555.8380184
425	555.8347215
426	555.8320067
427	555.8302242
428	555.8262538
429	555.8251028
430	555.8235361
431	555.8216278
432	555.820429
433	555.8188377
434	555.816834
435	555.815084
436	555.8117171
437	555.8085618
438	555.8050132
439	555.8021065
440	555.7988796
441	555.7968195
442	555.7944631
443	555.7920853
444	555.7899236
445	555.7879033
446	555.7853961
447	555.784359
448	555.7822272
449	555.781067
450	555.7789303
451	555.7774537
452	555.7765492
453	555.7734996
454	555.7719949
455	555.7710512
456	555.7701535
457	555.7679538
458	555.7667655
459	555.7658349
460	555.764504
461	555.7634057
462	555.7607164
463	555.7596707
464	555.7588771
465	555.7572321
466	555.7567851
467	555.754955
468	555.7528679
469	555.7520471
470	555.7505452
471	555.749329
472	555.7477764
473	555.7463856
474	555.7452006
475	555.7446107
476	555.7434008
477	555.7421308
478	555.741056
479	555.7394778
480	555.7372645
481	555.7351288
482	555.7340421
483	555.7336699
484	555.732842
485	555.7320149
486	555.7310136
487	555.7300146
488	555.7284178
489	555.7272553
490	555.726081
491	555.7241712
492	555.7233882
493	555.7227192
494	555.7222913
495	555.7208131
496	555.7199709
497	555.7185351
498	555.716522
499	555.7145713
500	555.7137668
501	555.713104
502	555.7128679
503	555.7119691
504	555.7109575
505	555.7098348
506	555.7086841
507	555.7076872
508	555.705872
509	555.7048299
510	555.7036061
511	555.7031098
512	555.7017804
513	555.7013433
514	555.6999007
515	555.6997576
516	555.6993693
517	555.6988275
518	555.6969149
519	555.6959073
520	555.6939482
521	555.6936119
522	555.6928292
523	555.6918492
524	555.6906337
525	555.6899962
526	555.6887704
527	555.687216
528	555.6866197
529	555.6861832
530	555.6854089
531	555.6848052
532	555.6839547
533	555.6836884
534	555.6831979
535	555.6830144
536	555.6824392
537	555.6821604
538	555.6815869
539	555.6805055
540	555.6797297
541	555.6789069
542	555.67793
543	555.6777883
544	555.6771644
545	555.6763881
546	555.6751896
547	555.6748035
548	555.6742882
549	555.6740605
550	555.6736287
551	555.672758
552	555.6716935
553	555.6712138
554	555.6700896
555	555.6689658
556	555.6687929
557	555.6677409
558	555.6670886
559	555.6668643
560	555.665914
561	555.6654734
562	555.6646928
563	555.6643313
564	555.6639516
565	555.6633055
566	555.6628141
567	555.6621815
568	555.6618186
569	555.6615768
570	555.6610343
571	555.660463
572	555.6601517
573	555.6596174
574	555.659425
575	555.6591818
576	555.658725
577	555.6584659
578	555.6580258
579	555.6577538
580	555.6573572
581	555.6568848
582	555.6559372
583	555.6555116
584	555.6553605
585	555.655133
586	555.6549193
587	555.6541911
588	555.6539651
589	555.6531475
590	555.6526736
591	555.6523097
592	555.652093
593	555.6516947
594	555.6515571
595	555.6511877
596	555.650592
597	555.6499647
598	555.6494735
599	555.6491089
600	555.6487601
601	555.6485801
602	555.6484097
603	555.648092
604	555.6477226
605	555.6474678
606	555.6470774
607	555.6469943
608	555.6465599
609	555.6464362
610	555.646277
611	555.6461799
612	555.646035
613	555.6456767
614	555.6455452
615	555.6452775
616	555.645076
617	555.6446596
618	555.6444441
619	555.6441557
620	555.6435642
621	555.6434934
622	555.6432139
623	555.6428103
624	555.6423124
625	555.6418759
626	555.6417014
627	555.6414574
628	555.641165
629	555.640627
630	555.6405033
631	555.6402762
632	555.6401872
633	555.6400001
634	555.6395003
635	555.6392827
636	555.6391751
637	555.6388874
638	555.6387885
639	555.6383058
640	555.638017
641	555.637686
642	555.637304
643	555.6371543
644	555.6370325
645	555.6368869
646	555.636774
647	555.636543
648	555.6363777
649	555.6363076
650	555.6360886
651	555.6359213
652	555.635665
653	555.6354312
654	555.6353219
655	555.6351762
656	555.6350228
657	555.6349003
658	555.6347362
659	555.6345989
660	555.634435
661	555.6342137
662	555.6341005
663	555.6340379
664	555.6339162
665	555.6337992
666	555.6337557
667	555.6334054
668	555.6329879
669	555.6328139
670	555.6326984
671	555.6322555
672	555.6321643
673	555.6320516
674	555.6319848
675	555.6319622
676	555.6318581
677	555.6317507
678	555.6315892
679	555.6315675
680	555.6313469
681	555.6312621
682	555.6310503
683	555.630951
684	555.6308827
685	555.6308207
686	555.630389
687	555.6303039
688	555.6302182
689	555.6301383
690	555.6300858
691	555.6299212
692	555.6297903
693	555.6296796
694	555.6293936
695	555.6293015
696	555.6290953
697	555.6290251
698	555.6290087
699	555.6287515
700	555.6286101
701	555.6285211
702	555.6284013
703	555.6281819
704	555.6279441
705	555.6278198
706	555.6276821
707	555.6275133
708	555.6274404
709	555.6270811
710	555.6270297
711	555.6269848
712	555.6269185
713	555.6265784
714	555.6262557
715	555.6262165
716	555.626131
717	555.6260929
718	555.6260513
719	555.6259104
720	555.6258517
721	555.6257086
722	555.6256635
723	555.6253803
724	555.6250667
725	555.6250244
726	555.6247668
727	555.6245931
728	555.6245512
729	555.6242292
730	555.6242007
731	555.6240338
732	555.6239853
733	555.62388
734	555.6236724
735	555.6234542
736	555.6233876
737	555.6233498
738	555.6231002
739	555.6230624
740	555.6230005
741	555.6229698
742	555.6229579
743	555.6228238
744	555.6226963
745	555.6225807
746	555.6223277
747	555.6222605
748	555.6221565
749	555.6220965
750	555.6219946
751	555.6218095
752	555.6217606
753	555.6216639
754	555.6215192
755	555.6214857
756	555.6213929
757	555.6213027
758	555.6212147
759	555.6210965
760	555.6210445
761	555.620967
762	555.620733
763	555.620632
764	555.6205988
765	555.6204954
766	555.6202827
767	555.6202493
768	555.6200552
769	555.619849
770	555.619771
771	555.6195496
772	555.6192735
773	555.6191562
774	555.6191173
775	555.6190349
776	555.6190199
777	555.6189823
778	555.6188998
779	555.6188664
780	555.6188423
781	555.6188031
782	555.618608
783	555.6185022
784	555.6184708
785	555.6184064
786	555.6183473
787	555.6182783
788	555.6181263
789	555.6180704
790	555.6180526
791	555.6179683
792	555.6179493
793	555.6177586
794	555.6176935
795	555.6175552
796	555.6174818
797	555.617433
798	555.6174038
799	555.6173744
800	555.617233
801	555.6171926
802	555.6171735
803	555.6171012
804	555.6170845
805	555.6170568
806	555.6170458
807	555.6169955
808	555.6169549
809	555.6169369
810	555.6168858
811	555.6168608
812	555.6168449
813	555.6167089
814	555.6167034
815	555.6166659
816	555.6165569
817	555.616535
818	555.616399
819	555.6163533
820	555.6162962
821	555.6162178
822	555.6161546
823	555.616028
824	555.6159684
825	555.615923
826	555.6158335
827	555.615773
828	555.6156805
829	555.6156591
830	555.6156275
831	555.615534
832	555.6154991
833	555.6154476
834	555.6153873
835	555.6153349
836	555.6152052
837	555.6152012
838	555.6151828
839	555.6151697
840	555.6151409
841	555.6151115
842	555.6150978
843	555.6150528
844	555.6150291
845	555.6150038
846	555.6149493
847	555.6148898
848	555.6148732
849	555.6147953
850	555.6146637
851	555.6145807
852	555.6145368
853	555.6144545
854	555.6143897
855	555.6143415
856	555.6143175
857	555.6142454
858	555.6141656
859	555.6141295
860	555.6141063
861	555.6140421
862	555.6140034
863	555.6139809
864	555.6139649
865	555.6139508
866	555.6139355
867	555.6138545
868	555.6138271
869	555.6137536
870	555.6137245
871	555.6136821
872	555.6136388
873	555.6135798
874	555.6135111
875	555.6134933
876	555.6134642
877	555.6134024
878	555.6133876
879	555.6133752
880	555.6133648
881	555.6133484
882	555.6133322
883	555.6133113
884	555.6132952
885	555.6132648
886	555.6132113
887	555.6131534
888	555.6131403
889	555.6131268
890	555.6131134
891	555.6130308
892	555.6129884
893	555.6129203
894	555.6129126
895	555.612907
896	555.6128768
897	555.6128683
898	555.6128483
899	555.6128136
900	555.612803
901	555.612782
902	555.6127508
903	555.6126685
904	555.6126238
905	555.6125457
906	555.6125129
907	555.6124487
908	555.6124081
909	555.612401
910	555.6123381
911	555.6123265
912	555.6122907
913	555.6122633
914	555.6122493
915	555.6122361
916	555.6122061
917	555.612159
918	555.6121505
919	555.6121387
920	555.6120612
921	555.612037
922	555.6120328
923	555.6119779
924	555.6119676
925	555.6119571
926	555.6118982
927	555.6118928
928	555.6118833
929	555.6118532
930	555.6117907
931	555.6117836
932	555.6117696
933	555.6117451
934	555.6117308
935	555.6117004
936	555.6116953
937	555.6116916
938	555.611667
939	555.6116267
940	555.6116232
941	555.6116139
942	555.6115522
943	555.6115407
944	555.6115377
945	555.6115208
946	555.6114854
947	555.6114408
948	555.6114339
949	555.6113938
950	555.6113736
951	555.6113414
952	555.6112983
953	555.6112828
954	555.6112613
955	555.6112053
956	555.6111876
957	555.6111789
958	555.6111741
959	555.6111645
960	555.6111581
961	555.6111131
962	555.6110753
963	555.6110703
964	555.6110635
965	555.6110583
966	555.6110544
967	555.611013
968	555.6109995
969	555.61098
970	555.6109712
971	555.6109629
972	555.6109429
973	555.6109352
974	555.6109043
975	555.6108972
976	555.6108755
977	555.6108638
978	555.6108165
979	555.6108115
980	555.6108055
981	555.6107918
982	555.6107891
983	555.6107778
984	555.610765
985	555.610762
986	555.6107558
987	555.6107327
988	555.6106946
989	555.6106824
990	555.6106695
991	555.6106646
992	555.6106544
993	555.6106321
994	555.6106244
995	555.6105832
996	555.6105723
997	555.6105698
998	555.6105532
999	555.6105319
